id,asset_id,dr7objid,ra,dec,gz2class,broad_morphology,object_type,confidence,anomaly_score,ood_score,priority,catalog_status,catalog_name,observation_time,image_url,split,is_demo,explanation,provenance,p_smooth,p_features,p_edgeon,p_spiral,p_bar,p_odd
LIB-001729,139768,587739809946927298,206.0573,25.3268,Sb2t,SPIRAL,Galaxy,0.71,0.3219,0.3219,LOW,MATCHED,SDSS DR7 J587739+8099,2026-01-21T00:48:00Z,/library/images/139768.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.71 with 71.0% confidence. Original GZ2 taxonomy: 'Sb2t'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.35).,Galaxy Zoo 2 Survey / SDSS DR7,0.2515,0.7587,0.0,0.71,0.2762,0.3538
LIB-001730,140420,587739810487664792,215.56358,24.04553,Sc4m,SPIRAL,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587739+8104,2026-02-22T01:49:00Z,/library/images/140420.jpg,val,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 1.00 with 99.0% confidence. Original GZ2 taxonomy: 'Sc4m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.028,0.972,0.029,1.0,0.147,0.083
LIB-001731,140773,587739810501361893,246.9632,13.58715,Sd3m(o),SPIRAL,Galaxy,0.9493,0.4019,0.4019,MEDIUM,MATCHED,SDSS DR7 J587739+8105,2026-03-23T02:50:00Z,/library/images/140773.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.95 with 94.9% confidence. Original GZ2 taxonomy: 'Sd3m(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.75).,Galaxy Zoo 2 Survey / SDSS DR7,0.1191,0.9162,0.0,0.9493,0.0864,0.7531
LIB-001732,140945,587739811024797755,216.34074,24.39943,Sc3m,SPIRAL,Galaxy,0.99,0.0573,0.0573,LOW,MATCHED,SDSS DR7 J587739+8110,2026-04-24T03:51:00Z,/library/images/140945.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 1.00 with 99.0% confidence. Original GZ2 taxonomy: 'Sc3m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0159,0.9882,0.0,1.0,0.1076,0.1045
LIB-001733,141509,587739811564945572,224.39459,22.74044,Sb2t,SPIRAL,Galaxy,0.9376,0.078,0.078,LOW,MATCHED,SDSS DR7 J587739+8115,2026-05-25T04:52:00Z,/library/images/141509.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.94 with 93.8% confidence. Original GZ2 taxonomy: 'Sb2t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0026,0.9736,0.0583,0.9376,0.2003,0.0937
LIB-001734,141778,587739814241435653,236.41345,21.01952,Sd?m,SPIRAL,Galaxy,0.8349,0.2139,0.2139,LOW,MATCHED,SDSS DR7 J587739+8142,2026-06-26T05:53:00Z,/library/images/141778.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.83 with 83.5% confidence. Original GZ2 taxonomy: 'Sd?m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.1064,0.777,0.3149,0.8349,0.5033,0.2626
LIB-001735,142356,587739827127189667,213.04976,23.83402,SBb2t(r),SPIRAL,Galaxy,0.6408,0.4861,0.4861,MEDIUM,MATCHED,SDSS DR7 J587739+8271,2026-07-27T06:54:00Z,/library/images/142356.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.64 with 64.1% confidence. Original GZ2 taxonomy: 'SBb2t(r)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.61).,Galaxy Zoo 2 Survey / SDSS DR7,0.0269,0.9407,0.0161,0.6408,0.6818,0.613
LIB-001736,145153,587739845384667292,220.71902,20.99629,SBd2t,SPIRAL,Galaxy,0.8569,0.1242,0.1242,LOW,MATCHED,SDSS DR7 J587739+8453,2026-08-28T07:55:00Z,/library/images/145153.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.86 with 85.7% confidence. Original GZ2 taxonomy: 'SBd2t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.397,0.6741,0.0,0.8569,0.6686,0.1054
LIB-001737,145221,587739845388075270,228.69914,18.88518,Sc2m,SPIRAL,Galaxy,0.8295,0.1593,0.1593,LOW,MATCHED,SDSS DR7 J587739+8453,2026-09-01T08:56:00Z,/library/images/145221.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.83 with 83.0% confidence. Original GZ2 taxonomy: 'Sc2m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3013,0.6144,0.0,0.8295,0.3208,0.1481
LIB-001738,145486,587739845920489596,218.29567,22.10108,Sc?t,SPIRAL,Galaxy,0.7754,0.3071,0.3071,LOW,MATCHED,SDSS DR7 J587739+8459,2026-10-02T09:57:00Z,/library/images/145486.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.78 with 77.5% confidence. Original GZ2 taxonomy: 'Sc?t'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.39).,Galaxy Zoo 2 Survey / SDSS DR7,0.2501,0.7345,0.0,0.7754,0.255,0.3895
LIB-001739,148444,587741391033204922,138.45586,23.27251,Sc?m,SPIRAL,Galaxy,0.6864,0.1867,0.1867,LOW,MATCHED,SDSS DR7 J587741+3910,2026-11-03T10:58:00Z,/library/images/148444.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.69 with 68.6% confidence. Original GZ2 taxonomy: 'Sc?m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3119,0.7536,0.3165,0.6864,0.2907,0.0598
LIB-001740,149639,587741489291985061,153.0259,25.29994,Sa2m,SPIRAL,Galaxy,0.7611,0.1877,0.1877,LOW,MATCHED,SDSS DR7 J587741+4892,2026-12-04T11:59:00Z,/library/images/149639.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.76 with 76.1% confidence. Original GZ2 taxonomy: 'Sa2m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3148,0.6844,0.0612,0.7611,0.0,0.1365
LIB-001741,149762,587741489301880939,178.1638,29.0234,Sc2l,SPIRAL,Galaxy,0.8984,0.1131,0.1131,LOW,WEAK_MATCH,SDSS DR7 J587741+4893,2026-01-05T12:00:00Z,/library/images/149762.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.90 with 89.8% confidence. Original GZ2 taxonomy: 'Sc2l'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3436,0.564,0.1262,0.8984,0.4402,0.1246
LIB-001742,150669,587741490887459438,118.4142,13.4339,Sa?m,SPIRAL,Galaxy,0.9064,0.05,0.05,LOW,MATCHED,SDSS DR7 J587741+4908,2026-02-06T13:01:00Z,/library/images/150669.jpg,test,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.91 with 90.6% confidence. Original GZ2 taxonomy: 'Sa?m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.2979,0.8489,0.0275,0.9064,0.2254,0.0
LIB-001743,152205,587741532770992364,135.45235,20.43562,Sc?t,SPIRAL,Galaxy,0.9045,0.1105,0.1105,LOW,MATCHED,SDSS DR7 J587741+5327,2026-03-07T14:02:00Z,/library/images/152205.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.90 with 90.5% confidence. Original GZ2 taxonomy: 'Sc?t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.1214,0.9654,0.0,0.9045,0.0704,0.1256
LIB-001744,154261,587741600960413746,190.30882,26.73613,Sb2m,SPIRAL,Galaxy,0.9616,0.0919,0.0919,LOW,MATCHED,SDSS DR7 J587741+6009,2026-04-08T15:03:00Z,/library/images/154261.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.96 with 96.2% confidence. Original GZ2 taxonomy: 'Sb2m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.041,0.951,0.1099,0.9616,0.0898,0.1454
LIB-001745,156390,587741708349341799,183.37373,26.88297,SBc2m,SPIRAL,Galaxy,0.8241,0.2533,0.2533,LOW,MATCHED,SDSS DR7 J587741+7083,2026-05-09T16:04:00Z,/library/images/156390.jpg,test,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.82 with 82.4% confidence. Original GZ2 taxonomy: 'SBc2m'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.33).,Galaxy Zoo 2 Survey / SDSS DR7,0.0523,0.9791,0.0,0.8241,0.6905,0.3306
LIB-001746,156477,587741708866355211,134.79851,18.36519,SBb?t,SPIRAL,Galaxy,0.6083,0.3142,0.3142,LOW,MATCHED,SDSS DR7 J587741+7088,2026-06-10T17:05:00Z,/library/images/156477.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.61 with 60.8% confidence. Original GZ2 taxonomy: 'SBb?t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0778,0.8944,0.0412,0.6083,0.9627,0.2367
LIB-001747,157152,587741709940359357,135.12743,19.2914,Sc2l,SPIRAL,Galaxy,0.5013,0.2665,0.2665,LOW,WEAK_MATCH,SDSS DR7 J587741+7099,2026-07-11T18:06:00Z,/library/images/157152.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.50 with 50.1% confidence. Original GZ2 taxonomy: 'Sc2l'.,Galaxy Zoo 2 Survey / SDSS DR7,0.4634,0.5794,0.4173,0.5013,0.0,0.0343
LIB-001748,157790,587741721211371611,190.27682,26.82239,Sd2t(i),SPIRAL,Galaxy,0.7071,0.6039,0.6039,MEDIUM,MATCHED,SDSS DR7 J587741+7212,2026-08-12T19:07:00Z,/library/images/157790.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.71 with 70.7% confidence. Original GZ2 taxonomy: 'Sd2t(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.91).,Galaxy Zoo 2 Survey / SDSS DR7,0.1996,0.6761,0.062,0.7071,0.0,0.9149
LIB-001749,158270,587741722820411489,186.33452,28.3173,Sc2l,SPIRAL,Galaxy,0.6286,0.2583,0.2583,LOW,MATCHED,SDSS DR7 J587741+7228,2026-09-13T20:08:00Z,/library/images/158270.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.63 with 62.9% confidence. Original GZ2 taxonomy: 'Sc2l'.,Galaxy Zoo 2 Survey / SDSS DR7,0.374,0.8262,0.0,0.6286,0.4334,0.1452
LIB-001750,159113,587741726045962373,195.37907,24.62956,Sd1l(i),SPIRAL,Galaxy,0.5749,0.5607,0.5607,MEDIUM,MATCHED,SDSS DR7 J587741+7260,2026-10-14T21:09:00Z,/library/images/159113.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.57 with 57.5% confidence. Original GZ2 taxonomy: 'Sd1l(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.70).,Galaxy Zoo 2 Survey / SDSS DR7,0.039,0.722,0.0,0.5749,0.2382,0.6963
LIB-001751,159560,587741727122129019,201.52069,24.80752,Sc2t,SPIRAL,Galaxy,0.5567,0.2879,0.2879,LOW,MATCHED,SDSS DR7 J587741+7271,2026-11-15T22:10:00Z,/library/images/159560.jpg,test,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.56 with 55.7% confidence. Original GZ2 taxonomy: 'Sc2t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.2726,0.8811,0.1573,0.5567,0.1106,0.1325
LIB-001752,160435,587741816779309151,142.52715,19.14944,Sd4t,SPIRAL,Galaxy,0.7957,0.1247,0.1247,LOW,MATCHED,SDSS DR7 J587741+8167,2026-12-16T23:11:00Z,/library/images/160435.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.80 with 79.6% confidence. Original GZ2 taxonomy: 'Sd4t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.1294,0.8891,0.1093,0.7957,0.3378,0.0451
LIB-001753,161191,587741828043898932,158.70032,21.65696,SBd?m,SPIRAL,Galaxy,0.6927,0.4029,0.4029,MEDIUM,MATCHED,SDSS DR7 J587741+8280,2026-01-17T00:12:00Z,/library/images/161191.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.69 with 69.3% confidence. Original GZ2 taxonomy: 'SBd?m'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.50).,Galaxy Zoo 2 Survey / SDSS DR7,0.1103,0.8591,0.054,0.6927,0.7456,0.4985
LIB-001754,161656,587741829656215747,162.66618,23.60273,Sd2t,SPIRAL,Galaxy,0.978,0.05,0.05,LOW,MATCHED,SDSS DR7 J587741+8296,2026-02-18T01:13:00Z,/library/images/161656.jpg,val,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.98 with 97.8% confidence. Original GZ2 taxonomy: 'Sd2t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.177,0.806,0.0,0.978,0.152,0.073
LIB-001755,163676,587742013816111204,173.32385,22.07859,Sd1t,SPIRAL,Galaxy,0.7809,0.2799,0.2799,LOW,WEAK_MATCH,SDSS DR7 J587742+0138,2026-03-19T02:14:00Z,/library/images/163676.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.78 with 78.1% confidence. Original GZ2 taxonomy: 'Sd1t'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.34).,Galaxy Zoo 2 Survey / SDSS DR7,0.351,0.5272,0.0,0.7809,0.2693,0.3406
LIB-001756,164023,587742013836099887,222.08934,18.22542,Sd?t,SPIRAL,Galaxy,0.7277,0.3177,0.3177,LOW,MATCHED,SDSS DR7 J587742+0138,2026-04-20T03:15:00Z,/library/images/164023.jpg,val,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.73 with 72.8% confidence. Original GZ2 taxonomy: 'Sd?t'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.36).,Galaxy Zoo 2 Survey / SDSS DR7,0.2735,0.8241,0.0551,0.7277,0.1153,0.3631
LIB-001757,164287,587742014350295138,166.7168,21.83591,Sc2m,SPIRAL,Galaxy,0.7668,0.2843,0.2843,LOW,MATCHED,SDSS DR7 J587742+0143,2026-05-21T04:16:00Z,/library/images/164287.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.77 with 76.7% confidence. Original GZ2 taxonomy: 'Sc2m'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.34).,Galaxy Zoo 2 Survey / SDSS DR7,0.2062,0.7764,0.0242,0.7668,0.2421,0.3353
LIB-001758,164664,587742014374805762,226.46242,17.56029,Sb?t,SPIRAL,Galaxy,0.7964,0.2589,0.2589,LOW,MATCHED,SDSS DR7 J587742+0143,2026-06-22T05:17:00Z,/library/images/164664.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.80 with 79.6% confidence. Original GZ2 taxonomy: 'Sb?t'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.31).,Galaxy Zoo 2 Survey / SDSS DR7,0.0987,0.9595,0.0244,0.7964,0.1003,0.3141
LIB-001759,167626,587742061592838341,143.8804,17.44718,Sb2m,SPIRAL,Galaxy,0.8084,0.1287,0.1287,LOW,MATCHED,SDSS DR7 J587742+0615,2026-07-23T06:18:00Z,/library/images/167626.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.81 with 80.8% confidence. Original GZ2 taxonomy: 'Sb2m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.18,0.9207,0.0,0.8084,0.3151,0.0658
LIB-001760,168402,587742062127939739,139.68835,16.77884,Sa2l(i),SPIRAL,Galaxy,0.8817,0.4431,0.4431,MEDIUM,MATCHED,SDSS DR7 J587742+0621,2026-08-24T07:19:00Z,/library/images/168402.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.88 with 88.2% confidence. Original GZ2 taxonomy: 'Sa2l(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.77).,Galaxy Zoo 2 Survey / SDSS DR7,0.0313,0.93,0.0154,0.8817,0.1798,0.7679
LIB-001761,168505,587742062135214300,156.80919,20.49207,SBd3m,SPIRAL,Galaxy,0.99,0.0879,0.0879,LOW,MATCHED,SDSS DR7 J587742+0621,2026-09-25T08:20:00Z,/library/images/168505.jpg,test,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 1.00 with 99.0% confidence. Original GZ2 taxonomy: 'SBd3m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0,0.998,0.0328,1.0,0.8725,0.1657
LIB-001762,168724,587742062153236516,201.09863,22.14131,Sa?m(i),SPIRAL,Galaxy,0.6538,0.4616,0.4616,MEDIUM,MATCHED,SDSS DR7 J587742+0621,2026-10-26T09:21:00Z,/library/images/168724.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.65 with 65.4% confidence. Original GZ2 taxonomy: 'Sa?m(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.58).,Galaxy Zoo 2 Survey / SDSS DR7,0.2412,0.6137,0.0,0.6538,0.0,0.577
LIB-001763,169054,587742062665007135,139.99477,17.27144,Sd?t,SPIRAL,Galaxy,0.5286,0.4578,0.4578,MEDIUM,MATCHED,SDSS DR7 J587742+0626,2026-11-27T10:22:00Z,/library/images/169054.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.53 with 52.9% confidence. Original GZ2 taxonomy: 'Sd?t'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.44).,Galaxy Zoo 2 Survey / SDSS DR7,0.2471,0.6878,0.2789,0.5286,0.1593,0.4441
LIB-001764,169078,587742062667825189,146.51843,18.94476,Sd?t(o),SPIRAL,Galaxy,0.6043,0.5135,0.5135,MEDIUM,MATCHED,SDSS DR7 J587742+0626,2026-12-28T11:23:00Z,/library/images/169078.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.60 with 60.4% confidence. Original GZ2 taxonomy: 'Sd?t(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.63).,Galaxy Zoo 2 Survey / SDSS DR7,0.3109,0.6494,0.0,0.6043,0.2118,0.6314
LIB-001765,169186,587742062674444400,162.39731,21.97922,SBc2l(m),SPIRAL,Galaxy,0.99,0.3339,0.3339,LOW,MATCHED,SDSS DR7 J587742+0626,2026-01-01T12:24:00Z,/library/images/169186.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 1.00 with 99.0% confidence. Original GZ2 taxonomy: 'SBc2l(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.66).,Galaxy Zoo 2 Survey / SDSS DR7,0.0,1.0,0.0254,1.0,0.7246,0.6578
LIB-001766,169962,587742189366673493,180.78882,24.2071,SBd2t,SPIRAL,Galaxy,0.5242,0.3684,0.3684,LOW,MATCHED,SDSS DR7 J587742+1893,2026-02-02T13:25:00Z,/library/images/169962.jpg,test,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.52 with 52.4% confidence. Original GZ2 taxonomy: 'SBd2t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0836,0.9232,0.0306,0.5242,0.8682,0.261
LIB-001767,170355,587742189912916137,204.28732,23.34447,Sc2t,SPIRAL,Galaxy,0.979,0.05,0.05,LOW,MATCHED,SDSS DR7 J587742+1899,2026-03-03T14:26:00Z,/library/images/170355.jpg,val,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.98 with 97.9% confidence. Original GZ2 taxonomy: 'Sc2t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0,1.0,0.0643,0.979,0.1606,0.0461
LIB-001768,170664,587742190447034398,197.45828,24.57757,Sc4m,SPIRAL,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587742+1904,2026-04-04T15:27:00Z,/library/images/170664.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 1.00 with 99.0% confidence. Original GZ2 taxonomy: 'Sc4m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.077,0.973,0.0,1.0,0.3223,0.0887
LIB-001769,171221,587742191516450845,186.59282,25.88632,Sc2m,SPIRAL,Galaxy,0.8216,0.2232,0.2232,LOW,MATCHED,SDSS DR7 J587742+1915,2026-05-05T16:28:00Z,/library/images/171221.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.82 with 82.2% confidence. Original GZ2 taxonomy: 'Sc2m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.1758,0.852,0.1716,0.8216,0.1328,0.268
LIB-001770,171960,587742550674899153,205.71431,18.6957,Sd2m,SPIRAL,Galaxy,0.5705,0.284,0.284,LOW,WEAK_MATCH,SDSS DR7 J587742+5506,2026-06-06T17:29:00Z,/library/images/171960.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.57 with 57.1% confidence. Original GZ2 taxonomy: 'Sd2m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.2438,0.5612,0.4487,0.5705,0.2862,0.1386
LIB-001771,172943,587742551763845338,241.14317,12.18149,SBb2t(o),SPIRAL,Galaxy,0.8453,0.3671,0.3671,LOW,MATCHED,SDSS DR7 J587742+5517,2026-07-07T18:30:00Z,/library/images/172943.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.85 with 84.5% confidence. Original GZ2 taxonomy: 'SBb2t(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.58).,Galaxy Zoo 2 Survey / SDSS DR7,0.075,0.8643,0.0183,0.8453,0.9287,0.5796
LIB-001772,173440,587742567856013443,148.73099,16.34978,Sb?t,SPIRAL,Galaxy,0.8232,0.2344,0.2344,LOW,MATCHED,SDSS DR7 J587742+5678,2026-08-08T19:31:00Z,/library/images/173440.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.82 with 82.3% confidence. Original GZ2 taxonomy: 'Sb?t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0565,0.9032,0.1553,0.8232,0.2503,0.2921
LIB-001773,173550,587742567862763692,164.77794,18.70231,SBc2l,SPIRAL,Galaxy,0.7415,0.1881,0.1881,LOW,MATCHED,SDSS DR7 J587742+5678,2026-09-09T20:32:00Z,/library/images/173550.jpg,val,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.74 with 74.1% confidence. Original GZ2 taxonomy: 'SBc2l'.,Galaxy Zoo 2 Survey / SDSS DR7,0.4701,0.6931,0.0,0.7415,0.528,0.1177
LIB-001774,174108,587742571612536957,172.31325,18.85093,Sb?t,SPIRAL,Galaxy,0.5996,0.2755,0.2755,LOW,MATCHED,SDSS DR7 J587742+5716,2026-10-10T21:33:00Z,/library/images/174108.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.60 with 60.0% confidence. Original GZ2 taxonomy: 'Sb?t'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3261,0.6575,0.0,0.5996,0.0,0.1506
LIB-001775,175400,587742576440180834,179.7868,19.52998,Sc?l(m),SPIRAL,Galaxy,0.7522,0.5883,0.5883,MEDIUM,MATCHED,SDSS DR7 J587742+5764,2026-11-11T22:34:00Z,/library/images/175400.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.75 with 75.2% confidence. Original GZ2 taxonomy: 'Sc?l(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.93).,Galaxy Zoo 2 Survey / SDSS DR7,0.0671,0.9248,0.0,0.7522,0.174,0.9288
LIB-001776,175760,587742576457613497,221.55412,15.90957,SBc2m,SPIRAL,Galaxy,0.8681,0.1935,0.1935,LOW,MATCHED,SDSS DR7 J587742+5764,2026-12-12T23:35:00Z,/library/images/175760.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.87 with 86.8% confidence. Original GZ2 taxonomy: 'SBc2m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0938,0.9698,0.0519,0.8681,0.6937,0.2552
LIB-001777,176049,587742576991666358,215.07478,17.66448,Sb2m,SPIRAL,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587742+5769,2026-01-13T00:36:00Z,/library/images/176049.jpg,test,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 1.00 with 99.0% confidence. Original GZ2 taxonomy: 'Sb2m'.,Galaxy Zoo 2 Survey / SDSS DR7,0.0,1.0,0.0268,1.0,0.2642,0.0715
LIB-001778,176131,587742576994746619,222.3299,16.23885,Sb2l,SPIRAL,Galaxy,0.962,0.0701,0.0701,LOW,MATCHED,SDSS DR7 J587742+5769,2026-02-14T01:37:00Z,/library/images/176131.jpg,train,False,This observation is classified as a spiral galaxy under Galaxy Zoo 2 decision-tree criteria. ASTRA target model assigns a spiral feature probability of 0.96 with 96.2% confidence. Original GZ2 taxonomy: 'Sb2l'.,Galaxy Zoo 2 Survey / SDSS DR7,0.046,0.9637,0.107,0.962,0.473,0.1023
